"total_amount","price","quantity","discount","categoryElectronics","categoryFashion","categoryGrocery","categoryHome","categorySports","categoryToys",".fitted",".resid"
56.4,18.8,3,0,0,0,0,0,0,0,208.588429328206,-152.188429328206
220.64,220.64,1,0,0,0,0,0,1,0,270.946763994605,-50.3067639946047
156.95,156.95,1,0,0,0,0,1,0,0,176.666645974005,-19.7166459740047
262.5,291.67,1,0.1,1,0,0,0,0,0,346.400051833831,-83.9000518338311
360.88,200.49,2,0.1,1,0,0,0,0,0,325.87481606796,35.0051839320403
55.05,61.17,1,0.1,0,1,0,0,0,0,23.4472774488694,31.6027225511306
254.88,127.44,2,0,0,0,0,1,0,0,247.775273460873,7.10472653912666
719.06,359.53,2,0,1,0,0,0,0,0,580.372343402579,138.687656597421
30.1,30.1,1,0,0,1,0,0,0,0,-4.53474350544278,34.6347435054428
16.83,18.7,1,0.1,0,0,1,0,0,0,-39.6578007470746,56.4878007470746
77.57,77.57,1,0,1,0,0,0,0,0,46.4584720802807,31.1115279197193
18.05,18.05,1,0,0,0,1,0,0,0,-22.4395278770257,40.4895278770257
27.81,27.81,1,0,0,0,0,0,0,1,-7.93739547315438,35.7473954731544
16.27,16.27,1,0,0,0,0,0,0,1,-25.0843839916662,41.3543839916662
8.01,8.01,1,0,0,0,0,0,0,1,-37.3577050629753,45.3677050629753
288.05,288.05,1,0,1,0,0,0,0,0,359.205278265407,-71.1552782654069
92.69,92.69,1,0,1,0,0,0,0,0,68.9248903125076,23.7651096874924
159.09,159.09,1,0,1,0,0,0,0,0,167.586938633927,-8.4969386339271
204.99,227.77,1,0.1,1,0,0,0,0,0,251.452689066682,-46.4626890666819
59.99,59.99,1,0,0,1,0,0,0,0,39.8780369814131,20.1119630185869
5.78,6.08,1,0.05,0,0,0,0,0,1,-49.3174878679515,55.0974878679515
11.45,13.47,1,0.15,0,1,0,0,0,0,-56.5209684836877,67.9709684836877
153.06,51.02,3,0,0,1,0,0,0,0,256.463296751642,-103.403296751642
243.8,121.9,2,0,0,0,0,0,1,0,239.18831911262,4.61168088738023
74.47,78.39,1,0.05,1,0,0,0,0,0,38.5848433850018,35.8851566149982
13.72,14.44,1,0.05,0,0,0,1,0,0,-44.1773349186998,57.8973349186998
12.83,12.83,1,0,0,1,0,0,0,0,-30.1957913143421,43.0257913143421
47.49,47.49,1,0,0,0,0,0,0,1,21.3046092100615,26.1853907899385
423.98,157.03,3,0.1,0,0,0,1,0,0,388.514976336533,35.4650236634671
259.63,259.63,1,0,0,0,0,0,1,0,328.880999899004,-69.2509998990045
405.15,405.15,1,0,1,0,0,0,0,0,533.201149627428,-128.051149627428
38.45,45.23,1,0.15,0,0,1,0,0,0,-9.3296032022377,47.7796032022377
33.41,33.41,1,0,0,1,0,0,0,0,0.383500168411118,33.0264998315889
189.77,99.88,2,0.05,0,0,0,0,1,0,197.377323193527,-7.60732319352724
12.44,13.1,1,0.05,0,0,1,0,0,0,-38.8866508315605,51.3266508315605
10.41,10.41,1,0,0,0,0,1,0,0,-41.0733624751039,51.4833624751039
27.34,13.67,2,0,0,0,0,1,0,0,78.7273632571399,-51.3873632571399
90.91,101.01,1,0.1,1,0,0,0,0,0,63.10327272296,27.80672727704
104.23,104.23,1,0,0,0,0,1,0,0,98.3313570055524,5.89864299444764
10.46,13.07,1,0.2,0,0,0,0,0,1,-66.2073637294506,76.6673637294506
287.08,302.19,1,0.05,1,0,0,0,0,0,371.12349420328,-84.0434942032801
20,22.22,1,0.1,0,0,1,0,0,0,-34.427523486662,54.427523486662
323.73,179.85,2,0.1,0,0,0,0,1,0,307.110639146446,16.6193608535536
405.42,506.77,1,0.2,0,0,0,1,0,0,660.086983983622,-254.666983983622
22.98,22.98,1,0,0,0,0,0,0,0,-15.1141679640046,38.0941679640046
188.62,188.62,1,0,1,0,0,0,0,0,211.464804400968,-22.844804400968
23.1,23.1,1,0,0,1,0,0,0,0,-14.9358630573996,38.0358630573996
50.96,25.48,2,0,0,1,0,0,0,0,103.557293359741,-52.5972933597411
61.52,61.52,1,0,0,0,0,1,0,0,34.8696689963983,26.6503310036017
30.28,7.57,4,0,0,0,1,0,0,0,306.858837587899,-276.578837587899
17.21,20.25,1,0.15,0,0,0,1,0,0,-53.7284968047348,70.9384968047348
82.77,27.59,3,0,0,0,0,0,0,0,221.649263737021,-138.879263737021
274.39,322.81,1,0.15,1,0,0,0,0,0,383.578129540742,-109.188129540742
70.95,70.95,1,0,0,0,0,0,1,0,48.5262517471154,22.4237482528846
5.07,5.07,1,0,0,0,0,0,0,0,-41.7261752747972,46.7961752747972
22.88,22.88,1,0,0,0,0,1,0,0,-22.5445109304036,45.4245109304036
11.37,11.37,1,0,0,0,1,0,0,0,-32.365167678036,43.735167678036
2.83,1.49,2,0.05,0,0,1,0,0,0,58.8191252238836,-55.9891252238836
273.74,136.87,2,0,0,0,0,0,1,0,261.43185621159,12.3081437884096
271.52,67.88,4,0,0,0,1,0,0,0,396.471911899116,-124.951911899116
53.11,25.29,3,0.3,0,0,0,0,0,0,163.679479684614,-110.569479684614
21.82,27.28,1,0.2,0,0,0,0,0,1,-45.0930910389782,66.9130910389782
86.09,86.09,1,0,0,0,0,1,0,0,71.377598623767,14.712401376233
407.78,407.78,1,0,1,0,0,0,0,0,537.108998830521,-129.328998830521
14.89,14.89,1,0,0,0,1,0,0,0,-27.1348904176234,42.0248904176234
1229.56,614.78,2,0,1,0,0,0,0,0,959.641738493578,269.918261506422
62.79,66.09,1,0.05,0,1,0,0,0,0,39.849824176753,22.940175823247
474.34,499.31,1,0.05,1,0,0,0,0,0,664.019020786386,-189.679020786386
44.99,44.99,1,0,0,1,0,0,0,0,17.5899236557912,27.4000763442088
30.06,37.58,1,0.2,0,1,0,0,0,0,-29.7885865553845,59.8485865553845
18.04,18.04,1,0,0,0,0,0,0,0,-22.4543866192428,40.4943866192428
6.42,7.55,1,0.15,0,0,1,0,0,0,-65.3173438761998,71.7373438761998
142.99,150.52,1,0.05,1,0,0,0,0,0,145.760950996809,-2.77095099680886
5.34,2.67,2,0,0,0,0,0,0,1,69.6645023625788,-64.3245023625788
411.4,411.4,1,0,1,0,0,0,0,0,542.487863513104,-131.087863513104
761.41,801.48,1,0.05,1,0,0,0,0,0,1113.00563435993,-351.59563435993
68.32,68.32,1,0,0,0,0,0,0,0,52.2553692482418,16.0646307517582
19.09,19.09,1,0,0,0,0,0,0,1,-20.8942186864492,39.9842186864492
164.26,82.13,2,0,1,0,0,0,0,0,168.190834300745,-3.93083430074518
92.4,108.7,1,0.15,0,1,0,0,0,0,84.978833649577,7.42116635042299
472.75,497.63,1,0.05,1,0,0,0,0,0,661.522752093916,-188.772752093916
4.57,4.81,1,0.05,0,0,1,0,0,0,-51.2045481295209,55.7745481295209
85.01,85.01,1,0,0,1,0,0,0,0,77.0546100085504,7.95538999144962
94.09,94.09,1,0,0,0,0,1,0,0,83.264592397432,10.825407602568
89.34,29.78,3,0,0,0,1,0,0,0,224.903328282561,-135.563328282561
15.95,9.97,2,0.2,0,0,0,0,0,0,44.1432019527296,-28.1932019527296
21.14,22.25,1,0.05,0,0,1,0,0,0,-25.2909017029312,46.4309017029312
17.39,17.39,1,0,0,0,1,0,0,0,-23.420204863353,40.810204863353
28.61,11.92,3,0.2,0,0,0,1,0,0,154.715676910308,-126.105676910308
62.91,23.3,3,0.1,0,0,0,0,0,0,197.090772211734,-134.180772211734
170.37,66.81,3,0.15,0,1,0,0,0,0,252.649114041174,-82.2791140411745
3.24,3.24,1,0,0,0,1,0,0,0,-44.445325100523,47.685325100523
35.97,42.32,1,0.15,0,1,0,0,0,0,-13.6534971874083,49.6234971874083
9.13,9.13,1,0,0,0,0,0,0,1,-35.6935259346621,44.8235259346622
57.23,63.59,1,0.1,0,1,0,0,0,0,27.0430930654031,30.1869069345969
41.03,43.19,1,0.05,0,1,0,0,0,0,5.82330449963696,35.206695500363
585.14,365.71,2,0.2,1,0,0,0,0,0,553.186863864417,31.9531361355831
9.68,4.84,2,0,0,0,0,0,0,0,72.8888494236854,-63.2088494236854
12.29,12.29,1,0,0,1,0,0,0,0,-30.9981633940645,43.2881633940645
590.96,311.03,2,0.05,1,0,0,0,0,0,499.215398092655,91.7446019073446
10.38,14.83,1,0.3,0,1,0,0,0,0,-81.7763162134035,92.1563162134035
38.95,38.95,1,0,0,1,0,0,0,0,8.61524335667414,30.3347566433259
164.22,164.22,1,0,0,0,0,1,0,0,187.468951565823,-23.2489515658228
914,228.5,4,0,0,0,0,1,0,0,627.851273845647,286.148726154353
95.15,100.16,1,0.05,1,0,0,0,0,0,70.9323251915877,24.2176748084123
171.86,36.18,5,0.05,0,0,0,0,0,0,455.234429283365,-283.374429283365
34.82,10.88,4,0.2,0,0,0,0,0,1,275.408899033435,-240.588899033435
55.49,30.83,2,0.1,0,0,0,0,0,0,93.3226293317203,-37.8326293317203
2.92,3.07,1,0.05,0,0,1,0,0,0,-53.789969275293,56.709969275293
285.29,285.29,1,0,1,0,0,0,0,0,355.104265413492,-69.8142654134925
33.97,37.74,1,0.1,0,0,0,0,0,1,-11.3667555657519,45.3367555657519
24.82,24.82,1,0,0,0,0,1,0,0,-19.6619149402899,44.4819149402899
117.5,46.08,3,0.15,0,0,0,0,0,0,221.846941425165,-104.346941425165
84.91,89.38,1,0.05,0,0,0,1,0,0,67.1740792561071,17.7359207438929
171.4,90.21,2,0.05,0,1,0,0,0,0,190.645886173828,-19.2458861738284
322.64,161.32,2,0,0,1,0,0,0,0,305.398447636573,17.2415523634272
20.33,7.26,4,0.3,0,0,0,0,0,0,251.845943236692,-231.515943236692
373.36,414.85,1,0.1,1,0,0,0,0,0,529.430038463838,-156.070038463838
9.09,9.57,1,0.05,0,0,0,0,0,0,-44.1317868341902,53.2217868341902
24.32,24.32,1,0,0,0,0,0,1,0,-20.7600632111345,45.0800632111345
50.95,53.63,1,0.05,0,1,0,0,0,0,21.3358313742698,29.6141686257302
10.62,10.62,1,0,0,1,0,0,0,0,-33.4795733443171,44.0995733443171
35.77,35.77,1,0,0,1,0,0,0,0,3.8901633316423,31.8798366683577
378.4,378.4,1,0,1,0,0,0,0,0,493.454014196736,-115.054014196736
275.03,275.03,1,0,1,0,0,0,0,0,339.859195898767,-64.8291958987671
438.13,438.13,1,0,1,0,0,0,0,0,582.205281459362,-144.075281459362
546.6,575.37,1,0.05,1,0,0,0,0,0,777.034614089506,-230.434614089506
169.87,106.17,2,0.2,0,1,0,0,0,0,187.084302081051,-17.2143020810512
31.74,45.35,1,0.3,0,1,0,0,0,0,-36.4274349668716,68.1674349668716
9.47,5.26,2,0.1,0,0,1,0,0,0,55.3288254826436,-45.8588254826436
10.38,10.38,1,0,0,0,1,0,0,0,-33.836183157527,44.216183157527
29.12,29.12,1,0,0,1,0,0,0,0,-5.99090024271673,35.1109002427167
35.18,17.59,2,0,0,1,0,0,0,0,91.833745750464,-56.653745750464
196.47,109.15,2,0.1,0,0,0,1,0,0,202.414542831672,-5.94454283167249
103.41,57.45,2,0.1,1,0,0,0,0,0,113.335367394829,-9.92536739482944
264.98,132.49,2,0,0,0,0,1,0,0,255.278938280499,9.70106171950067
236.96,236.96,1,0,0,0,0,1,0,0,295.551442452872,-58.5914424528718
354.12,372.76,1,0.05,0,1,0,0,0,0,495.522871747984,-141.402871747984
208.36,52.09,4,0,0,0,0,0,0,1,373.009957938345,-164.649957938345
7.32,3.85,2,0.05,0,0,0,0,0,1,62.3257883871147,-55.0057883871147
2.66,3.33,1,0.2,0,0,1,0,0,0,-80.6797786488877,83.3397786488877
12.34,12.34,1,0,0,1,0,0,0,0,-30.9238696829791,43.2638696829791
11.76,11.76,1,0,0,0,1,0,0,0,-31.7856767315698,43.5456767315698
4.15,4.15,1,0,0,0,0,0,0,0,-43.0931795587686,47.2431795587686
212.19,70.73,3,0,0,0,0,0,0,0,285.749877661509,-73.5598776615092
1.84,1.84,1,0,0,0,1,0,0,0,-46.5255490109144,48.3655490109144
6.03,7.54,1,0.2,0,0,1,0,0,0,-74.4242481754965,80.4542481754965
207.59,230.66,1,0.1,0,0,0,0,1,0,267.651132581961,-60.0611325819609
143.18,150.72,1,0.05,0,1,0,0,0,0,165.599359559912,-22.4193595599116
87.81,92.43,1,0.05,0,0,0,1,0,0,71.7059956323169,16.1040043676831
36.9,19.42,2,0.05,0,0,0,0,0,0,85.4608500191102,-48.5608500191102
65.64,21.88,3,0,0,0,0,0,0,1,213.164921931067,-147.524921931067
122.98,61.49,2,0,0,0,0,0,1,0,149.426657379232,-26.446657379232
58.6,61.68,1,0.05,0,0,0,1,0,0,26.015363314792,32.584636685208
187.07,187.07,1,0,0,0,0,1,0,0,221.421177531853,-34.3511775318534
344.04,344.04,1,0,1,0,0,0,0,0,442.399375938845,-98.3593759388448
8.68,9.65,1,0.1,0,0,1,0,0,0,-53.1049624535331,61.7849624535331
169.06,84.53,2,0,1,0,0,0,0,0,171.756932432845,-2.69693243284468
4.04,4.75,1,0.15,0,0,0,0,0,0,-69.4777916969826,73.5177916969826
14.45,16.06,1,0.1,0,0,0,0,0,1,-43.5805086923841,58.0305086923841
137.2,137.2,1,0,0,0,0,1,0,0,147.320630095269,-10.1206300952692
69.21,23.07,3,0,0,0,0,0,0,1,214.9331122549,-145.7231122549
43.98,46.3,1,0.05,0,0,0,0,0,1,10.4443733291492,33.5356266708508
1801.68,600.56,3,0,1,0,0,0,0,0,1053.46938283036,748.210617169636
83.94,29.98,4,0.3,0,0,0,1,0,0,278.323250009673,-194.383250009673
157.28,165.56,1,0.05,0,0,0,0,1,0,180.012766305841,-22.7327663058415
158.51,158.51,1,0,0,0,0,1,0,0,178.984609759869,-20.4746097598694
36.9,46.13,1,0.2,0,0,0,0,0,0,-17.08436195978,53.98436195978
96.84,48.42,2,0,0,0,0,0,0,0,137.643248005725,-40.8032480057255
159.61,187.78,1,0.15,1,0,0,0,0,0,182.940533383494,-23.3305333834944
50.23,50.23,1,0,0,0,0,1,0,0,18.0941490333136,32.1358509666864
295.85,311.42,1,0.05,1,0,0,0,0,0,384.838113269646,-88.9881132696461
165.27,165.27,1,0,1,0,0,0,0,0,176.769641324083,-11.4996413240833
63.33,66.66,1,0.05,0,0,0,1,0,0,33.4150169388985,29.9149830611015
4.76,4.76,1,0,0,0,0,0,0,0,-42.1867962835267,46.9467962835267
3188.66,1594.33,2,0,1,0,0,0,0,0,2415.12983236777,773.530167632228
46.39,46.39,1,0,0,0,0,0,1,0,12.0331808619638,34.3568191380362
209.4,209.4,1,0,0,0,0,1,0,0,254.600748902596,-45.2007489025959
66.63,66.63,1,0,0,0,1,0,0,0,49.744241813555,16.885758186445
467.92,467.92,1,0,0,0,0,1,0,0,638.72895269858,-170.80895269858
357.73,376.56,1,0.05,1,0,0,0,0,0,481.627960071713,-123.897960071713
86.07,86.07,1,0,0,0,0,0,1,0,70.9926699793422,15.0773300206578
12.07,12.07,1,0,0,0,0,0,0,0,-31.3250557228403,43.3950557228403
256.79,270.3,1,0.05,0,0,0,1,0,0,335.998443447541,-79.2084434475411
50.56,25.28,2,0,0,1,0,0,0,0,103.260118515399,-52.7001185153995
368.39,86.68,5,0.15,1,0,0,0,0,0,492.545752646704,-124.155752646705
22.12,22.12,1,0,0,1,0,0,0,0,-16.3920197946736,38.5120197946736
173.01,173.01,1,0,1,0,0,0,0,0,188.270307800104,-15.2603078001042
176.9,176.9,1,0,0,0,0,1,0,0,206.309836697082,-29.4098366970818
5.52,3.45,2,0.2,0,0,1,0,0,0,34.4553020271926,-28.9353020271926
9.49,9.49,1,0,0,0,0,0,0,1,-35.1586112148472,44.6486112148472
72.1,75.9,1,0.05,1,0,0,0,0,0,34.8850165729486,37.2149834270514
23.26,25.84,1,0.1,0,0,1,0,0,0,-29.0486588040786,52.3086588040786
179.87,179.87,1,0,0,0,0,1,0,0,210.722883135555,-30.8528831355549
133.16,33.29,4,0,0,1,0,0,0,0,345.075522570232,-211.915522570232
65.28,65.28,1,0,0,0,0,0,1,0,40.1013449100303,25.1786550899697
13.25,13.95,1,0.05,0,1,0,0,0,0,-37.6236577431086,50.8736577431086
25.97,28.86,1,0.1,0,1,0,0,0,0,-24.5613186545201,50.5313186545201
821.32,821.32,1,0,1,0,0,0,0,0,1151.5774244757,-330.257424475699
133.43,29.65,5,0.1,0,0,0,1,0,0,429.157869514303,-295.727869514303
520.69,520.69,1,0,1,0,0,0,0,0,704.879057203585,-184.189057203585
2.95,2.95,1,0,0,0,0,0,0,1,-44.8762286248184,47.8262286248184
59.18,59.18,1,0,0,0,0,1,0,0,31.3927233176013,27.7872766823987
514.26,257.13,2,0,0,0,0,1,0,0,440.4783012742,73.7816987257999
579.24,241.35,3,0.2,1,0,0,0,0,0,483.36032142227,95.8796785777301
46.55,25.86,2,0.1,0,0,0,0,0,1,85.9378344498309,-39.3878344498309
21.95,24.39,1,0.1,0,0,0,1,0,0,-38.4849319697836,60.4349319697836
161.44,161.44,1,0,0,0,0,1,0,0,183.338221229474,-21.8982212294742
33.84,35.62,1,0.05,0,0,0,0,0,1,-5.42476335869354,39.2647633586935
2617.7,581.71,5,0.1,1,0,0,0,0,0,1237.19011417596,1380.50988582404
86.08,86.08,1,0,0,0,0,1,0,0,71.3627398815499,14.7172601184501
60.45,60.45,1,0,0,0,0,0,0,0,40.5615391233988,19.8884608766012
104.25,122.65,1,0.15,0,0,0,1,0,0,98.4250234981772,5.8249765018228
88.73,88.73,1,0,0,1,0,0,0,0,82.5820621133046,6.1479378866954
47.91,16.81,3,0.05,0,1,0,0,0,0,196.539494069927,-148.629494069927
14.11,16.6,1,0.15,0,1,0,0,0,0,-51.8701821697413,65.9801821697413
31.17,19.48,2,0.2,0,0,1,0,0,0,58.2738658011739,-27.1038658011739
280.75,56.15,5,0,0,1,0,0,0,0,493.999383047955,-213.249383047955
48.37,60.46,1,0.2,0,1,0,0,0,0,4.20821563729744,44.1617843627026
7.31,7.31,1,0,0,0,0,0,0,1,-38.3978170181709,45.7078170181709
385.9,77.18,5,0,0,0,0,1,0,0,517.965562386249,-132.065562386249
49.36,49.36,1,0,0,0,0,1,0,0,16.8014384604275,32.5585615395725
21.29,4.73,5,0.1,0,0,0,0,0,0,399.411639453564,-378.121639453564
8.59,8.59,1,0,0,0,0,0,0,0,-36.4958980143846,45.0858980143846
133.63,133.63,1,0,0,0,0,0,0,0,149.297814667999,-15.6678146679994
409.95,136.65,3,0,1,0,0,0,0,0,364.157472637748,45.7925273622524
16.23,5.41,3,0,0,0,0,0,0,1,188.692573499534,-172.462573499534
63.69,63.69,1,0,0,1,0,0,0,0,45.3757716017331,18.3142283982668
47.8,50.32,1,0.05,0,1,0,0,0,0,16.4175877004159,31.3824122995841
445.86,495.4,1,0.1,1,0,0,0,0,0,649.117207022427,-203.257207022427
68.55,22.85,3,0,0,0,0,0,0,1,214.606219926124,-146.056219926124
9.18,9.18,1,0,0,0,0,0,0,0,-35.6192322235767,44.7992322235767
156.68,78.34,2,0,0,0,0,0,1,0,174.463638015014,-17.7836380150138
29.11,29.11,1,0,0,0,0,0,1,0,-13.6427256891526,42.7527256891526
145.03,145.03,1,0,1,0,0,0,0,0,146.695547076711,-1.66554707671085
218.21,218.21,1,0,0,1,0,0,0,0,274.973056340073,-56.7630563400726
181.75,181.75,1,0,0,0,0,1,0,0,213.516326672366,-31.7663266723662
76.09,80.09,1,0.05,0,1,0,0,0,0,60.6520632806668,15.4379367193332
4.55,6.5,1,0.3,0,1,0,0,0,0,-94.1536484802322,98.7036484802322
34.41,11.47,3,0,0,0,0,0,0,1,197.696971283086,-163.286971283086
89.67,89.67,1,0,0,0,0,0,1,0,76.3418171774915,13.3281828225085
12.97,12.97,1,0,0,1,0,0,0,0,-29.987768923303,42.957768923303
74.33,39.12,2,0.05,0,0,0,0,0,1,114.73257218676,-40.4025721867603
25.38,6.68,4,0.05,0,0,0,0,0,0,296.444363973499,-271.064363973499
378.9,378.9,1,0,1,0,0,0,0,0,494.19695130759,-115.29695130759
116.07,116.07,1,0,0,0,0,1,0,0,115.924107790577,0.145892209423451
83.34,98.05,1,0.15,0,1,0,0,0,0,69.1542731883855,14.1857268116145
23.37,23.37,1,0,0,1,0,0,0,0,-14.5346770175385,37.9046770175385
19.29,21.43,1,0.1,0,1,0,0,0,0,-35.6013641218115,54.8913641218115
25.67,25.67,1,0,0,0,1,0,0,0,-11.1171663076098,36.7871663076098
42.95,42.95,1,0,0,0,0,1,0,0,7.27698469927845,35.6730153007216
26.06,28.95,1,0.1,0,0,0,0,0,1,-24.4275899745664,50.4875899745664
14.66,15.43,1,0.05,0,1,0,0,0,0,-35.4245638949806,50.0845638949806
1455.26,727.63,2,0,1,0,0,0,0,0,1127.32264441334,327.93735558666
21.29,25.05,1,0.15,0,0,1,0,0,0,-39.3145449963077,60.6045449963077
213.9,213.9,1,0,0,0,0,1,0,0,261.287182900282,-47.3871829002825
9.4,9.9,1,0.05,0,0,1,0,0,0,-43.6414483410265,53.0414483410265
244.76,61.19,4,0,1,0,0,0,0,0,366.990179637128,-122.230179637128
2.87,2.87,1,0,0,0,1,0,0,0,-44.995098562555,47.865098562555
90.31,90.31,1,0,0,0,0,1,0,0,77.6479878393753,12.6620121606247
51.6,64.5,1,0.2,1,0,0,0,0,0,-9.33008622576294,60.9300862257629
41.95,16.45,3,0.15,0,0,0,0,1,0,170.183521531735,-128.233521531735
4.64,4.64,1,0,0,0,0,0,0,1,-42.3651011901316,47.0051011901316
126,148.23,1,0.15,1,0,0,0,0,0,124.174207914938,1.82579208506201
19.22,19.22,1,0,0,0,1,0,0,0,-20.7010550376272,39.9210550376272
14.84,14.84,1,0,0,0,0,0,1,0,-34.8461508329275,49.6861508329275
186.5,207.22,1,0.1,0,1,0,0,0,0,240.459207529341,-53.9592075293411
146.29,153.99,1,0.05,1,0,0,0,0,0,150.916934546136,-4.62693454613606
121.64,60.82,2,0,0,0,0,1,0,0,148.786332810678,-27.146332810678
19.01,19.01,1,0,0,1,0,0,0,0,-21.0130886241859,40.0230886241859
131.43,131.43,1,0,0,0,0,1,0,0,138.747135836013,-7.31713583601336
2.27,2.39,1,0.05,0,0,0,0,0,1,-54.8003637460545,57.0703637460545
19.66,19.66,1,0,0,0,0,0,1,0,-27.6842370842943,47.3442370842943
21.32,23.69,1,0.1,0,0,0,1,0,0,-39.5250439249793,60.8450439249793
283.48,404.97,1,0.3,1,0,0,0,0,0,478.381418925043,-194.901418925043
6.26,6.26,1,0,0,0,1,0,0,0,-39.9579849509645,46.2179849509645
59.92,33.29,2,0.1,0,1,0,0,0,0,96.9778799171223,-37.0578799171223
548.14,152.26,4,0.1,0,1,0,0,0,0,503.665887612689,44.4741123873112
95.85,31.95,3,0,0,0,0,0,1,0,220.490708639449,-124.640708639449
3.26,3.43,1,0.05,0,0,0,0,0,1,-53.2550545554781,56.5150545554781
7.37,8.67,1,0.15,0,0,1,0,0,0,-63.6531647478867,71.0231647478867
6.38,3.36,2,0.05,0,0,1,0,0,0,61.5977100184778,-55.2177100184778
2.91,3.06,1,0.05,0,0,1,0,0,0,-53.8048280175101,56.7148280175101
55.65,79.5,1,0.3,0,0,0,1,0,0,7.03341416023273,48.6165858397673
348.47,409.97,1,0.15,1,0,0,0,0,0,513.086926704823,-164.616926704823
9.33,9.82,1,0.05,0,0,0,0,0,0,-43.7603182787632,53.0903182787632
2184.99,728.33,3,0,1,0,0,0,0,0,1243.31953213801,941.670467861989
27.13,27.13,1,0,0,1,0,0,0,0,-8.94778994391591,36.0777899439159
840.26,933.62,1,0.1,1,0,0,0,0,0,1300.25700845936,-459.997008459362
38.34,38.34,1,0,0,1,0,0,0,0,7.70886008143219,30.6311399185678
180.81,180.81,1,0,0,0,0,1,0,0,212.119604903961,-31.3096049039605
1294.65,258.93,5,0,0,0,0,1,0,0,788.023202181701,506.626797818299
109.33,109.33,1,0,0,0,0,1,0,0,105.909315536264,3.42068446373619
35.42,39.35,1,0.1,0,0,0,0,0,1,-8.97449806880184,44.3944980688018
90.7,56.69,2,0.2,0,0,0,0,1,0,105.926278886714,-15.2262788867145
19.81,6.95,3,0.05,0,0,1,0,0,0,181.888774243885,-162.078774243885
436.12,218.06,2,0,0,0,0,1,0,0,382.425195432064,53.6948045679364
15.79,18.58,1,0.15,0,1,0,0,0,0,-48.9281512107592,64.7181512107592
828.52,460.29,2,0.1,1,0,0,0,0,0,711.90493886773,116.61506113227
16.1,17.89,1,0.1,0,0,0,0,1,0,-48.4983255708769,64.5983255708769
21.85,21.85,1,0,0,0,0,0,0,1,-16.7932058345348,38.6432058345348
144.92,144.92,1,0,0,1,0,0,0,0,166.073334631084,-21.1533346310841
13.29,13.99,1,0.05,0,0,0,0,0,1,-37.5642227742403,50.8542227742403
15.37,16.18,1,0.05,0,0,0,0,0,0,-34.3101582286995,49.6801582286995
575.22,302.75,2,0.05,1,0,0,0,0,0,486.912359536912,88.3076404630879
405.06,135.02,3,0,0,0,0,0,1,0,373.639764670906,31.4202353290942
11.11,13.89,1,0.2,0,0,0,0,0,0,-64.9889468676499,76.0989468676499
142.61,50.04,3,0.05,1,0,0,0,0,0,226.373860738527,-83.7638607385273
407.24,101.81,4,0,0,0,0,1,0,0,439.605868697445,-32.3658686974449
11.42,12.69,1,0.1,0,0,0,0,0,1,-48.5879048195405,60.0079048195405
43.28,21.64,2,0,0,0,0,0,0,0,97.8515363483819,-54.5715363483819
267.08,66.77,4,0,0,1,0,0,0,0,394.82259151302,-127.74259151302
5.39,5.39,1,0,0,0,1,0,0,0,-41.2506955238505,46.6406955238505
75.24,39.6,2,0.05,0,1,0,0,0,0,115.44579181318,-40.2057918131802
19.37,19.37,1,0,0,1,0,0,0,0,-20.4781739043709,39.848173904371
70.48,35.24,2,0,0,1,0,0,0,0,118.059425763612,-47.5794257636124
5.9,6.56,1,0.1,0,0,1,0,0,0,-57.6963137986113,63.5963137986113
211.89,70.63,3,0,0,0,0,1,0,0,278.31953469511,-66.4295346951102
180.78,95.15,2,0.05,0,0,0,0,1,0,190.349138124848,-9.56913812484783
13.12,16.4,1,0.2,0,0,1,0,0,0,-61.2594025711626,74.3794025711626
2.25,2.25,1,0,0,0,0,0,0,1,-45.9163405800141,48.1663405800141
620.59,730.11,1,0.15,1,0,0,0,0,0,988.774700042462,-368.184700042462
10.91,10.91,1,0,0,0,0,0,0,1,-33.0486698200217,43.9586698200217
111.45,111.45,1,0,0,0,0,0,1,0,108.704157726294,2.74584227370552
9.14,11.42,1,0.2,0,1,0,0,0,0,-68.659056195269,77.799056195269
41.99,46.66,1,0.1,0,1,0,0,0,0,1.88724249188455,40.1027575081155
121.57,121.57,1,0,0,0,0,0,1,0,123.741204849981,-2.17120484998068
13.42,13.42,1,0,0,1,0,0,0,0,-29.3191255235343,42.7391255235343
124.58,124.58,1,0,0,1,0,0,0,0,135.850652961541,-11.2706529615409
149.3,149.3,1,0,0,0,0,0,1,0,164.944497017947,-15.644497017947
8.84,11.05,1,0.2,0,0,1,0,0,0,-69.208829657301,78.048829657301
109.02,109.02,1,0,1,0,0,0,0,0,93.1892163530013,15.8307836469987
274.2,274.2,1,0,0,0,0,1,0,0,350.885398469282,-76.6853984692823
9.48,4.74,2,0,0,0,0,0,0,0,72.7402620015146,-63.2602620015146
20.93,22.03,1,0.05,0,0,0,0,1,0,-33.2547607359257,54.1847607359257
15.09,16.77,1,0.1,0,0,1,0,0,0,-42.5255379949713,57.6155379949713
38.8,38.8,1,0,0,0,0,0,1,0,0.755395519199172,38.0446044808008
18.07,18.07,1,0,0,0,0,0,0,0,-22.4098103925915,40.4798103925915
11.19,11.19,1,0,0,0,1,0,0,0,-32.6326250379434,43.8226250379434
236.74,249.2,1,0.05,1,0,0,0,0,0,292.387019194967,-55.6470191949666
